id_intervention,raison_sortie,date_debut,date_fin,FL_CCR_CCF,nb_eng_CC,label,year,geometry,latitude,longitude,IN,date,type,coef,h3
18BB033826,NATURELS,2018-07-17 16:19:21,2018-07-17 16:47:12,1.0,1.0,1.0,2018,POINT (5.722500552307976 45.75098783081752),45.75098783081752,5.722500552307976,True,2018-07-17,NATURELS,1.0,871f91703ffffff
18BB033841,NATURELS,2018-07-17 17:11:47,2018-07-17 17:56:44,1.0,1.0,1.0,2018,POINT (6.088556935595149 46.321224582654324),46.32122458265432,6.088556935595149,True,2018-07-17,NATURELS,1.0,871f91a0effffff
18BB033995,NATURELS,2018-07-18 13:00:22,2018-07-18 14:22:32,1.0,1.0,1.0,2018,POINT (5.48700443834702 46.11320055899835),46.11320055899835,5.48700443834702,True,2018-07-18,NATURELS,1.0,871f91115ffffff
18BB033999,NATURELS,2018-07-18 13:22:44,2018-07-18 14:19:40,1.0,1.0,1.0,2018,POINT (5.914336300875766 46.14409069493682),46.14409069493682,5.914336300875766,True,2018-07-18,NATURELS,1.0,871f91a90ffffff
18BB034024,NATURELS,2018-07-18 15:39:39,2018-07-18 17:31:47,1.0,1.0,1.0,2018,POINT (5.670078953858775 45.875482444146975),45.875482444146975,5.670078953858775,True,2018-07-18,NATURELS,1.0,871f91089ffffff
18BB034034,NATURELS,2018-07-18 16:05:18,2018-07-18 16:58:34,1.0,1.0,1.0,2018,POINT (5.910252491614358 46.151776168436236),46.15177616843624,5.910252491614358,True,2018-07-18,NATURELS,1.0,871f91a90ffffff
18BB034035,NATURELS,2018-07-18 16:08:18,2018-07-18 16:25:48,1.0,1.0,1.0,2018,POINT (5.077417405870406 45.85107900077806),45.85107900077806,5.077417405870406,True,2018-07-18,NATURELS,1.0,871f91535ffffff
18BB034111,NATURELS,2018-07-18 21:43:10,2018-07-18 22:16:22,1.0,1.0,1.0,2018,POINT (4.877451376302445 45.9195503763685),45.9195503763685,4.877451376302445,True,2018-07-18,NATURELS,1.0,871f9034cffffff
18BB034258,NATURELS,2018-07-19 15:38:00,2018-07-19 16:50:22,1.0,1.0,1.0,2018,POINT (5.2503444421148 45.92124002219008),45.92124002219008,5.2503444421148,True,2018-07-19,NATURELS,1.0,871f91cd8ffffff
18BB034270,NATURELS,2018-07-19 16:43:19,2018-07-19 19:04:58,1.0,2.0,1.0,2018,POINT (5.967849014928502 46.24091604321998),46.24091604321998,5.967849014928502,True,2018-07-19,NATURELS,1.0,871f91aa1ffffff
18BB034354,NATURELS,2018-07-19 23:53:29,2018-07-20 00:26:11,1.0,1.0,1.0,2018,POINT (6.075231407083948 46.25063430420983),46.25063430420983,6.075231407083948,True,2018-07-19,NATURELS,1.0,
18BB034434,NATURELS,2018-07-20 11:27:05,2018-07-20 12:28:58,1.0,1.0,1.0,2018,POINT (5.128430212117067 46.09556726649402),46.09556726649402,5.128430212117067,True,2018-07-20,NATURELS,1.0,871f91c05ffffff
18BB034462,NATURELS,2018-07-20 13:52:44,2018-07-20 16:33:58,1.0,2.0,1.0,2018,POINT (5.663594079821634 46.261439602741916),46.26143960274192,5.663594079821634,True,2018-07-20,FORET,1.0,871f918ceffffff
18BB034560,NATURELS,2018-07-20 17:46:41,2018-07-20 18:53:12,1.0,1.0,1.0,2018,POINT (5.377254231801752 46.27646467313729),46.27646467313729,5.377254231801752,True,2018-07-20,NATURELS,1.0,871f918a2ffffff
18BB034997,NATURELS,2018-07-21 20:45:27,2018-07-22 00:04:44,1.0,1.0,1.0,2018,POINT (5.432945087143777 45.81352468408602),45.81352468408602,5.432945087143777,True,2018-07-21,FORET,1.0,871f91464ffffff
18BB035095,NATURELS,2018-07-22 10:48:19,2018-07-22 11:13:11,1.0,1.0,1.0,2018,POINT (5.250116095014803 46.19691252444408),46.19691252444408,5.250116095014803,True,2018-07-22,NATURELS,1.0,871f91d4affffff
18BB035256,NATURELS,2018-07-23 10:12:34,2018-07-23 11:05:52,1.0,1.0,1.0,2018,POINT (6.117506024960424 46.32398292078675),46.32398292078675,6.117506024960424,True,2018-07-23,NATURELS,1.0,871f91a08ffffff
18BB035292,NATURELS,2018-07-23 13:36:30,2018-07-23 15:53:54,1.0,2.0,1.0,2018,POINT (5.997927084745516 46.22568063116923),46.22568063116923,5.997927084745516,True,2018-07-23,NATURELS,1.0,871f91aaeffffff
18BB035294,NATURELS,2018-07-23 14:11:34,2018-07-23 16:01:47,1.0,1.0,1.0,2018,POINT (5.430419336534214 46.049017586062526),46.049017586062526,5.430419336534214,True,2018-07-23,NATURELS,1.0,871f911a0ffffff
18BB035329,NATURELS,2018-07-23 16:28:35,2018-07-23 18:34:06,1.0,3.0,1.0,2018,POINT (5.627126477807587 45.61860432821965),45.61860432821965,5.627126477807587,True,2018-07-23,NATURELS,1.0,871f91783ffffff
18BB035473,NATURELS,2018-07-24 12:06:04,2018-07-24 12:31:41,1.0,1.0,1.0,2018,POINT (5.2154396480672505 45.890807850735264),45.890807850735264,5.2154396480672505,True,2018-07-24,NATURELS,1.0,871f9152dffffff
18BB035614,NATURELS,2018-07-24 23:31:21,2018-07-25 00:21:07,1.0,1.0,1.0,2018,POINT (5.509754815797717 45.9154876900091),45.9154876900091,5.509754815797717,True,2018-07-24,NATURELS,1.0,871f910b5ffffff
18BB035619,NATURELS,2018-07-25 00:28:04,2018-07-25 00:57:19,1.0,1.0,1.0,2018,POINT (5.385613538315756 46.061086564535664),46.061086564535664,5.385613538315756,True,2018-07-25,NATURELS,1.0,871f91c59ffffff
18BB035676,NATURELS,2018-07-25 11:52:26,2018-07-25 12:57:36,1.0,1.0,1.0,2018,POINT (5.234428361249626 45.91225167919992),45.91225167919992,5.234428361249626,True,2018-07-25,FORET,1.0,871f91cdeffffff
18BB035743,NATURELS,2018-07-25 17:38:48,2018-07-25 18:43:06,1.0,1.0,1.0,2018,POINT (5.317102138029471 46.216037946421324),46.21603794642133,5.317102138029471,True,2018-07-25,NATURELS,1.0,871f91894ffffff
18BB035807,NATURELS,2018-07-25 22:14:14,2018-07-25 22:58:45,1.0,1.0,1.0,2018,POINT (4.825374701940055 46.24990565438104),46.24990565438104,4.825374701940055,True,2018-07-25,NATURELS,1.0,871f9569effffff
18BB035838,NATURELS,2018-07-26 05:44:58,2018-07-26 05:58:53,1.0,1.0,1.0,2018,POINT (5.8058993323674075 46.117536111186745),46.117536111186745,5.805899332367408,True,2018-07-26,NATURELS,1.0,871f91159ffffff
18BB035854,NATURELS,2018-07-26 08:32:33,2018-07-26 10:31:57,1.0,1.0,1.0,2018,POINT (4.945918215653315 45.834556082656604),45.83455608265661,4.945918215653315,True,2018-07-26,NATURELS,1.0,871f9026effffff
18BB035989,NATURELS,2018-07-26 19:10:17,2018-07-26 20:18:05,1.0,2.0,1.0,2018,POINT (5.826709049654569 46.10779021070722),46.10779021070722,5.826709049654569,True,2018-07-26,NATURELS,1.0,871f91066ffffff
18BB036050,NATURELS,2018-07-27 00:47:56,2018-07-27 01:22:32,1.0,1.0,1.0,2018,POINT (5.678683309004571 46.291756876753716),46.29175687675372,5.678683309004571,True,2018-07-27,NATURELS,1.0,871f918ccffffff
18BB036052,NATURELS,2018-07-27 01:19:42,2018-07-27 02:20:10,1.0,1.0,1.0,2018,POINT (5.194873500304619 45.912290616687315),45.91229061668732,5.194873500304619,True,2018-07-27,FORET,1.0,871f91cd3ffffff
18BB036138,NATURELS,2018-07-27 12:51:00,2018-07-27 14:10:24,1.0,1.0,1.0,2018,POINT (5.779585050432292 46.02300799536952),46.02300799536952,5.779585050432292,True,2018-07-27,NATURELS,1.0,871f91009ffffff
18BB036247,NATURELS,2018-07-27 20:52:29,2018-07-27 22:17:15,1.0,1.0,1.0,2018,POINT (5.433931389073751 45.94317040959946),45.94317040959946,5.433931389073751,True,2018-07-27,NATURELS,1.0,871f9119effffff
18BB036394,NATURELS,2018-07-28 16:35:13,2018-07-28 17:46:03,1.0,1.0,1.0,2018,POINT (5.116982297576503 46.28215859052375),46.28215859052375,5.116982297576503,True,2018-07-28,NATURELS,1.0,871f956d9ffffff
18BB036892,NATURELS,2018-07-31 08:04:42,2018-07-31 08:56:57,1.0,1.0,1.0,2018,POINT (5.1712745965579145 45.900625627905214),45.900625627905214,5.1712745965579145,True,2018-07-31,NATURELS,1.0,871f91cd2ffffff
18BB036952,NATURELS,2018-07-31 12:58:59,2018-07-31 13:43:52,1.0,1.0,1.0,2018,POINT (5.833961552650013 46.11267220616323),46.11267220616323,5.833961552650013,True,2018-07-31,NATURELS,1.0,871f91064ffffff
18BB037055,NATURELS,2018-07-31 19:42:46,2018-07-31 20:22:50,1.0,1.0,1.0,2018,POINT (4.86663488530628 46.28091150473076),46.28091150473076,4.86663488530628,True,2018-07-31,NATURELS,1.0,871f95683ffffff
18BB037251,NATURELS,2018-08-01 15:35:56,2018-08-01 15:50:03,1.0,1.0,1.0,2018,POINT (4.845886569023863 46.09733578190865),46.09733578190865,4.845886569023863,True,2018-08-01,NATURELS,1.0,871f91da6ffffff
18BB037284,NATURELS,2018-08-01 18:00:30,2018-08-01 19:12:05,1.0,1.0,1.0,2018,POINT (5.250116095014803 46.19691252444408),46.19691252444408,5.250116095014803,True,2018-08-01,NATURELS,1.0,871f91d4affffff
18BB037329,NATURELS,2018-08-01 20:42:21,2018-08-01 21:28:40,1.0,1.0,1.0,2018,POINT (4.877037112960921 46.33666923061426),46.33666923061426,4.877037112960921,True,2018-08-01,FORET,1.0,871f956aeffffff
18BB037464,NATURELS,2018-08-02 12:05:51,2018-08-02 12:50:50,1.0,1.0,1.0,2018,POINT (4.823115547630257 46.24475240561441),46.24475240561441,4.823115547630257,True,2018-08-02,NATURELS,1.0,871f9569effffff
18BB037519,NATURELS,2018-08-02 15:18:13,2018-08-02 17:13:51,1.0,2.0,1.0,2018,POINT (4.819263429822316 46.202034908252735),46.202034908252735,4.819263429822316,True,2018-08-02,NATURELS,1.0,871f90a68ffffff
18BB037798,NATURELS,2018-08-03 16:11:04,2018-08-03 23:51:52,1.0,2.0,1.0,2018,POINT (4.760641911915693 45.9799489045547),45.9799489045547,4.760641911915693,True,2018-08-03,FORET,1.0,871f90364ffffff
18BB037799,NATURELS,2018-08-03 16:11:11,2018-08-03 18:04:35,1.0,1.0,1.0,2018,POINT (4.87411303260958 45.91597102606723),45.91597102606723,4.87411303260958,True,2018-08-03,NATURELS,1.0,871f9034cffffff
18BB037896,NATURELS,2018-08-04 00:41:00,2018-08-04 03:07:24,1.0,1.0,1.0,2018,POINT (5.1838834119157235 46.42236471913928),46.42236471913928,5.183883411915724,True,2018-08-04,NATURELS,1.0,871f95658ffffff
18BB037923,NATURELS,2018-08-04 06:57:32,2018-08-04 08:51:19,1.0,1.0,1.0,2018,POINT (4.760641911915693 45.9799489045547),45.9799489045547,4.760641911915693,True,2018-08-04,FORET,1.0,871f90364ffffff
18BB038006,NATURELS,2018-08-04 14:18:56,2018-08-04 22:32:23,1.0,9.0,1.0,2018,POINT (5.354132951942179 46.23317210104122),46.23317210104122,5.354132951942179,True,2018-08-04,NATURELS,1.0,871f91895ffffff
18BB038010,NATURELS,2018-08-04 14:46:20,2018-08-04 15:21:36,1.0,1.0,1.0,2018,POINT (4.834207276304486 46.18496330690335),46.18496330690335,4.834207276304486,True,2018-08-04,NATURELS,1.0,871f90a6bffffff
18BB038077,NATURELS,2018-08-04 19:24:38,2018-08-04 21:25:29,1.0,1.0,1.0,2018,POINT (5.41567050077048 45.87541361282949),45.87541361282949,5.41567050077048,True,2018-08-04,NATURELS,1.0,871f9156affffff
18BB038114,NATURELS,2018-08-04 21:52:28,2018-08-04 22:39:23,1.0,1.0,1.0,2018,POINT (4.781402760057188 46.07543626115744),46.07543626115744,4.781402760057188,True,2018-08-04,NATURELS,1.0,871f91db4ffffff
18BB038128,NATURELS,2018-08-04 23:39:31,2018-08-05 23:55:52,1.0,5.0,1.0,2018,POINT (5.0778948225225236 45.85109437077714),45.85109437077714,5.077894822522524,True,2018-08-04,NATURELS,1.0,871f91535ffffff
18BB038232,NATURELS,2018-08-05 13:44:19,2018-08-05 14:34:49,1.0,1.0,1.0,2018,POINT (4.957043213964924 45.81670786464392),45.81670786464392,4.957043213964924,True,2018-08-05,NATURELS,1.0,871f90245ffffff
18BB038261,NATURELS,2018-08-05 16:18:33,2018-08-05 16:45:02,1.0,5.0,1.0,2018,POINT (5.6283432568993526 45.64435719709518),45.64435719709518,5.6283432568993526,True,2018-08-05,NATURELS,1.0,871f91785ffffff
18BB038262,NATURELS,2018-08-05 16:29:54,2018-08-05 20:19:24,1.0,14.0,1.0,2018,POINT (5.643725442990799 45.633278791291325),45.633278791291325,5.643725442990799,True,2018-08-05,NATURELS,1.0,871f91781ffffff
18BB038354,NATURELS,2018-08-05 23:25:00,2018-08-05 23:57:45,1.0,1.0,1.0,2018,POINT (5.783119505326586 46.11834144769304),46.11834144769304,5.783119505326586,True,2018-08-05,FORET,1.0,871f91158ffffff
18BB038476,NATURELS,2018-08-06 15:04:20,2018-08-06 16:23:06,1.0,1.0,1.0,2018,POINT (5.182371403169463 45.87441773275749),45.87441773275749,5.182371403169463,True,2018-08-06,NATURELS,1.0,871f9152cffffff
18BB038481,NATURELS,2018-08-06 15:25:05,2018-08-06 16:55:40,1.0,1.0,1.0,2018,POINT (4.867342655720487 46.35932691596615),46.35932691596615,4.867342655720487,True,2018-08-06,NATURELS,1.0,871f956acffffff
18BB038501,NATURELS,2018-08-06 17:43:48,2018-08-06 18:42:17,1.0,1.0,1.0,2018,POINT (5.2846680347871535 46.12467541349324),46.12467541349324,5.2846680347871535,True,2018-08-06,NATURELS,1.0,871f91c44ffffff
18BB038579,NATURELS,2018-08-06 22:50:28,2018-08-06 23:14:51,1.0,1.0,1.0,2018,POINT (4.9806682953605455 45.82878415936846),45.82878415936846,4.9806682953605455,True,2018-08-06,NATURELS,1.0,871f9026affffff
18BB038602,NATURELS,2018-08-07 06:50:15,2018-08-07 08:03:58,1.0,1.0,1.0,2018,POINT (5.685085487514869 45.935703507391985),45.93570350739199,5.685085487514869,True,2018-08-07,FORET,1.0,871f910f4ffffff
18BB038693,NATURELS,2018-08-07 13:59:52,2018-08-07 14:56:54,1.0,1.0,1.0,2018,POINT (5.26061469418793 46.19032147426117),46.19032147426117,5.26061469418793,True,2018-08-07,NATURELS,1.0,871f91d4affffff
18BB038699,NATURELS,2018-08-07 14:38:30,2018-08-07 17:45:50,1.0,1.0,1.0,2018,POINT (5.279378141919075 46.361104438657634),46.361104438657634,5.279378141919075,True,2018-08-07,NATURELS,1.0,871f91980ffffff
18BB038719,NATURELS,2018-08-07 16:03:53,2018-08-07 19:35:37,1.0,2.0,1.0,2018,POINT (5.135302711441754 46.0811819869302),46.0811819869302,5.135302711441754,True,2018-08-07,NATURELS,1.0,871f91c01ffffff
18BB038723,NATURELS,2018-08-07 16:27:20,2018-08-07 17:05:43,1.0,1.0,1.0,2018,POINT (6.04211235003517 46.26593597928242),46.26593597928242,6.04211235003517,True,2018-08-07,NATURELS,1.0,871f91aadffffff
18BB038728,NATURELS,2018-08-07 17:08:08,2018-08-08 15:44:33,1.0,3.0,1.0,2018,POINT (5.2061348925911775 46.225432414670564),46.22543241467056,5.2061348925911775,True,2018-08-07,NATURELS,1.0,871f91d41ffffff
18BB038789,NATURELS,2018-08-07 21:27:56,2018-08-07 22:22:42,1.0,1.0,1.0,2018,POINT (4.948444841891737 46.1125108681721),46.1125108681721,4.948444841891737,True,2018-08-07,NATURELS,1.0,871f91dadffffff
18BB038801,NATURELS,2018-08-07 22:51:27,2018-08-08 00:32:44,1.0,1.0,1.0,2018,POINT (5.328512621777055 46.102716038122885),46.102716038122885,5.328512621777055,True,2018-08-07,NATURELS,1.0,871f91c40ffffff
18BB038808,NATURELS,2018-08-07 23:29:58,2018-08-08 00:32:54,1.0,1.0,1.0,2018,POINT (5.698944609022466 45.69201167161156),45.69201167161156,5.698944609022466,True,2018-08-07,NATURELS,1.0,871f9171affffff
18BB038812,NATURELS,2018-08-08 00:08:26,2018-08-08 01:29:38,1.0,2.0,1.0,2018,POINT (5.102183680484552 45.83585281611165),45.83585281611165,5.102183680484552,True,2018-08-08,NATURELS,1.0,871f91531ffffff
18BB038969,NATURELS,2018-08-08 16:11:41,2018-08-08 17:59:46,1.0,1.0,1.0,2018,POINT (5.004472988005026 45.84115755649618),45.84115755649618,5.004472988005026,True,2018-08-08,NATURELS,1.0,871f90269ffffff
18BB039000,NATURELS,2018-08-08 18:43:41,2018-08-08 20:08:15,1.0,1.0,1.0,2018,POINT (5.341066684593698 46.234563970855724),46.23456397085573,5.341066684593698,True,2018-08-08,NATURELS,1.0,871f918b3ffffff
18BB039030,NATURELS,2018-08-08 21:38:31,2018-08-09 00:50:33,1.0,4.0,1.0,2018,POINT (5.4087098041344674 45.86988657706372),45.86988657706372,5.4087098041344674,True,2018-08-08,NATURELS,1.0,871f9156affffff
18BB039262,NATURELS,2018-08-10 11:06:48,2018-08-10 11:39:52,1.0,1.0,1.0,2018,POINT (5.255649318903446 46.19952489924481),46.19952489924481,5.255649318903446,True,2018-08-10,FORET,1.0,871f91d4affffff
18BB039350,NATURELS,2018-08-10 17:52:42,2018-08-10 19:00:16,1.0,3.0,1.0,2018,POINT (5.550754769698608 46.262212216928376),46.262212216928376,5.550754769698608,True,2018-08-10,NATURELS,1.0,871f918f3ffffff
18BB039409,NATURELS,2018-08-11 01:27:40,2018-08-11 02:45:23,1.0,1.0,1.0,2018,POINT (4.94884699397377 45.86852376272004),45.86852376272004,4.94884699397377,True,2018-08-11,NATURELS,1.0,871f91c92ffffff
18BB039506,NATURELS,2018-08-11 14:33:03,2018-08-11 21:34:58,1.0,1.0,1.0,2018,POINT (5.350623055377153 46.240090312182524),46.24009031218253,5.350623055377153,True,2018-08-11,NATURELS,1.0,871f918b3ffffff
18BB039521,NATURELS,2018-08-11 15:58:34,2018-08-11 19:17:03,1.0,4.0,1.0,2018,POINT (5.146421855497169 45.85420134224047),45.85420134224047,5.146421855497169,True,2018-08-11,NATURELS,1.0,871f91523ffffff
18BB039658,NATURELS,2018-08-12 11:04:37,2018-08-12 12:08:40,1.0,1.0,1.0,2018,POINT (4.849090614013493 45.98854401740156),45.98854401740156,4.849090614013493,True,2018-08-12,NATURELS,1.0,871f91d93ffffff
18BB039724,NATURELS,2018-08-12 17:48:16,2018-08-12 18:42:54,1.0,1.0,1.0,2018,POINT (5.655606796430601 45.74597141150485),45.74597141150485,5.655606796430601,True,2018-08-12,NATURELS,1.0,871f91715ffffff
18BB039744,NATURELS,2018-08-12 18:46:28,2018-08-12 19:49:05,1.0,1.0,1.0,2018,POINT (5.344012522158588 46.20893363738383),46.20893363738383,5.344012522158588,True,2018-08-12,NATURELS,1.0,871f91890ffffff
18BB039776,NATURELS,2018-08-12 21:49:37,2018-08-12 22:52:33,1.0,1.0,1.0,2018,POINT (4.979604318533263 45.95093825660109),45.95093825660109,4.979604318533263,True,2018-08-12,NATURELS,1.0,871f91cb1ffffff
18BB039846,NATURELS,2018-08-13 12:05:28,2018-08-13 13:02:19,1.0,1.0,1.0,2018,POINT (6.119211860501764 46.251632618290536),46.251632618290536,6.119211860501764,True,2018-08-13,NATURELS,1.0,871f91af5ffffff
18BB039855,NATURELS,2018-08-13 13:07:56,2018-08-13 13:32:27,1.0,1.0,1.0,2018,POINT (4.868807817221865 46.312863822452826),46.312863822452826,4.868807817221865,True,2018-08-13,FORET,1.0,871f95681ffffff
18BB039881,NATURELS,2018-08-13 14:57:15,2018-08-13 16:40:08,1.0,1.0,1.0,2018,POINT (5.328117899425494 46.230540108387395),46.2305401083874,5.328117899425494,True,2018-08-13,FORET,1.0,871f91894ffffff
18BB039934,NATURELS,2018-08-13 20:01:41,2018-08-13 22:48:49,1.0,1.0,1.0,2018,POINT (5.074264200717375 46.190176239601726),46.190176239601726,5.074264200717375,True,2018-08-13,NATURELS,1.0,871f91d09ffffff
18BB040164,NATURELS,2018-08-15 10:06:44,2018-08-15 11:30:40,1.0,1.0,1.0,2018,POINT (6.044832891931202 46.25553392769215),46.25553392769215,6.044832891931202,True,2018-08-15,NATURELS,1.0,871f91aadffffff
18BB040206,NATURELS,2018-08-15 14:29:35,2018-08-15 19:54:38,1.0,1.0,1.0,2018,POINT (4.98888531964318 46.17076664980431),46.17076664980431,4.98888531964318,True,2018-08-15,NATURELS,1.0,871f91d03ffffff
18BB040386,NATURELS,2018-08-16 14:48:54,2018-08-16 16:12:11,1.0,1.0,1.0,2018,POINT (5.004019739736594 46.329902027173446),46.329902027173446,5.004019739736594,True,2018-08-16,NATURELS,1.0,871f956f3ffffff
18BB040420,NATURELS,2018-08-16 17:23:35,2018-08-16 18:26:37,1.0,1.0,1.0,2018,POINT (5.341912186857865 46.2364863025475),46.2364863025475,5.341912186857865,True,2018-08-16,FORET,1.0,871f918b3ffffff
18BB040433,NATURELS,2018-08-16 18:36:14,2018-08-16 19:32:48,1.0,2.0,1.0,2018,POINT (5.4294300526519255 46.13010705779902),46.13010705779902,5.4294300526519255,True,2018-08-16,NATURELS,1.0,871f91132ffffff
18BB040459,NATURELS,2018-08-16 19:31:29,2018-08-16 20:03:24,1.0,1.0,1.0,2018,POINT (5.698521503016031 45.745477328468475),45.74547732846848,5.698521503016031,True,2018-08-16,NATURELS,1.0,871f91702ffffff
18BB040475,NATURELS,2018-08-16 20:35:53,2018-08-16 21:54:57,1.0,5.0,1.0,2018,POINT (5.611394036811729 45.82316962511857),45.82316962511857,5.611394036811729,True,2018-08-16,NATURELS,1.0,871f9109bffffff
18BB040482,NATURELS,2018-08-16 21:16:44,2018-08-16 22:21:59,1.0,1.0,1.0,2018,POINT (4.820784122283638 46.15370863949355),46.15370863949355,4.820784122283638,True,2018-08-16,NATURELS,1.0,871f90a4effffff
18BB040730,NATURELS,2018-08-18 10:26:10,2018-08-18 10:43:22,1.0,1.0,1.0,2018,POINT (6.087836491043117 46.28210301434435),46.28210301434435,6.087836491043117,True,2018-08-18,NATURELS,1.0,871f91a18ffffff
18BB040874,NATURELS,2018-08-19 02:24:10,2018-08-19 02:55:19,1.0,1.0,1.0,2018,POINT (5.343489157176679 46.05544593227874),46.05544593227874,5.343489157176679,True,2018-08-19,NATURELS,1.0,871f91c58ffffff
18BB040950,NATURELS,2018-08-19 15:40:18,2018-08-19 16:52:54,1.0,1.0,1.0,2018,POINT (4.898045187598783 45.881916096031155),45.88191609603116,4.898045187598783,True,2018-08-19,NATURELS,1.0,871f9034bffffff
18BB040968,NATURELS,2018-08-19 17:34:26,2018-08-19 18:34:55,1.0,1.0,1.0,2018,POINT (5.74812720681432 45.72304317937342),45.72304317937342,5.74812720681432,True,2018-08-19,NATURELS,1.0,871f91719ffffff
18BB040999,NATURELS,2018-08-19 20:26:00,2018-08-19 21:16:33,1.0,1.0,1.0,2018,POINT (5.339700534084936 46.17418638784708),46.17418638784708,5.339700534084936,True,2018-08-19,NATURELS,1.0,871f91c6cffffff
18BB041004,NATURELS,2018-08-19 20:54:27,2018-08-19 21:45:08,1.0,1.0,1.0,2018,POINT (4.957043213964924 45.81670786464392),45.81670786464392,4.957043213964924,True,2018-08-19,NATURELS,1.0,871f90245ffffff
18BB041182,NATURELS,2018-08-20 20:07:27,2018-08-20 20:44:50,1.0,1.0,1.0,2018,POINT (5.167211494085206 45.99782220910073),45.99782220910073,5.167211494085206,True,2018-08-20,NATURELS,1.0,871f91cf5ffffff
18BB041233,NATURELS,2018-08-21 07:45:25,2018-08-21 08:52:48,1.0,1.0,1.0,2018,POINT (6.11801982045375 46.25709488851995),46.25709488851995,6.11801982045375,True,2018-08-21,FORET,1.0,871f91af5ffffff
18BB041395,NATURELS,2018-08-21 21:22:36,2018-08-21 21:58:16,1.0,1.0,1.0,2018,POINT (4.753392508196869 46.02049280551192),46.02049280551192,4.753392508196869,True,2018-08-21,NATURELS,1.0,871f90ac8ffffff
18BB041409,NATURELS,2018-08-21 23:37:53,2018-08-22 00:22:25,1.0,1.0,1.0,2018,POINT (4.76663427285831 45.98639077445505),45.98639077445505,4.76663427285831,True,2018-08-21,FORET,1.0,871f90364ffffff
18BB041505,NATURELS,2018-08-22 15:42:18,2018-08-22 16:44:14,1.0,1.0,1.0,2018,POINT (6.054967704125245 46.24802297615363),46.24802297615363,6.054967704125245,True,2018-08-22,NATURELS,1.0,871f91aa9ffffff
18BB041585,NATURELS,2018-08-22 21:21:45,2018-08-22 23:08:00,1.0,1.0,1.0,2018,POINT (6.113603074591093 46.33181429795547),46.33181429795547,6.113603074591093,True,2018-08-22,NATURELS,1.0,871f91a0cffffff
18BB041639,NATURELS,2018-08-23 08:36:36,2018-08-23 09:53:09,1.0,1.0,1.0,2018,POINT (5.049459919501344 45.85389042207449),45.85389042207449,5.049459919501344,True,2018-08-23,NATURELS,1.0,871f91534ffffff
18BB041686,NATURELS,2018-08-23 12:12:04,2018-08-23 13:12:07,1.0,1.0,1.0,2018,POINT (5.142978082060878 46.21410555948067),46.21410555948067,5.142978082060878,True,2018-08-23,NATURELS,1.0,871f91d46ffffff
18BB041719,NATURELS,2018-08-23 14:51:17,2018-08-23 16:29:36,1.0,1.0,1.0,2018,POINT (5.818687876865608 46.09387166108673),46.09387166108673,5.818687876865608,True,2018-08-23,NATURELS,1.0,871f91066ffffff
18BB041883,NATURELS,2018-08-24 09:20:41,2018-08-24 10:03:16,1.0,1.0,1.0,2018,POINT (4.821851514272939 46.181436737463805),46.181436737463805,4.821851514272939,True,2018-08-24,NATURELS,1.0,871f90a4cffffff
18BB041958,NATURELS,2018-08-24 16:04:23,2018-08-24 17:25:58,1.0,1.0,1.0,2018,POINT (5.18938027344754 46.213368779888945),46.21336877988895,5.18938027344754,True,2018-08-24,FORET,1.0,871f91d40ffffff
18BB041965,NATURELS,2018-08-24 16:49:26,2018-08-24 18:00:09,1.0,1.0,1.0,2018,POINT (5.596864259133544 46.01604744698845),46.01604744698845,5.596864259133544,True,2018-08-24,NATURELS,1.0,871f91033ffffff
18BB042027,NATURELS,2018-08-24 23:23:40,2018-08-25 04:48:52,1.0,1.0,1.0,2018,POINT (5.509233286614213 46.006373021308335),46.006373021308335,5.509233286614213,True,2018-08-24,NATURELS,1.0,871f9118cffffff
18BB042234,NATURELS,2018-08-26 11:23:08,2018-08-26 13:32:07,1.0,1.0,1.0,2018,POINT (5.536445781197182 45.90377388243967),45.90377388243967,5.536445781197182,True,2018-08-26,FORET,1.0,871f910a2ffffff
18BB042279,NATURELS,2018-08-26 17:15:25,2018-08-26 18:29:00,1.0,1.0,1.0,2018,POINT (5.407084884293784 45.856506459865265),45.85650645986527,5.407084884293784,True,2018-08-26,NATURELS,1.0,871f9154cffffff
18BB042282,NATURELS,2018-08-26 17:34:55,2018-08-26 18:22:22,1.0,1.0,1.0,2018,POINT (6.036885634520097 46.28229235124695),46.28229235124695,6.036885634520097,True,2018-08-26,NATURELS,1.0,871f91a1effffff
18BB042300,NATURELS,2018-08-26 20:00:20,2018-08-26 21:05:46,1.0,1.0,1.0,2018,POINT (5.01453873528235 46.27533496594371),46.27533496594371,5.01453873528235,True,2018-08-26,NATURELS,1.0,871f956d3ffffff
18BB042345,NATURELS,2018-08-27 08:01:49,2018-08-27 09:12:38,1.0,1.0,1.0,2018,POINT (5.10450745290097 46.266376353081654),46.26637635308165,5.10450745290097,True,2018-08-27,NATURELS,1.0,871f956dbffffff
18BB042379,NATURELS,2018-08-27 11:14:11,2018-08-27 12:19:01,1.0,1.0,1.0,2018,POINT (5.540765990237559 46.05766192082548),46.05766192082548,5.540765990237559,True,2018-08-27,NATURELS,1.0,871f9111affffff
